"Any";"Trimestre";"Nom_Districte";"Nom_Barri";"Preu";"Compravendes";"compra_venta";"lloguers"
2014;1;"Ciutat Vella";"el Raval";589,55;"Habitatge usat";92;356
2014;1;"Ciutat Vella";"el Raval";589,55;"Habitatge nou lliure";0;356
2014;1;"Ciutat Vella";"el Raval";589,55;"Habitatge nou protegit";0;356
2014;1;"Ciutat Vella";"el Raval";10,76;"Habitatge usat";92;356
2014;1;"Ciutat Vella";"el Raval";10,76;"Habitatge nou lliure";0;356
2014;1;"Ciutat Vella";"el Raval";10,76;"Habitatge nou protegit";0;356
2014;1;"Ciutat Vella";"el Barri Gòtic";712,79;"Habitatge nou protegit";0;135
2014;1;"Ciutat Vella";"el Barri Gòtic";712,79;"Habitatge usat";43;135
2014;1;"Ciutat Vella";"el Barri Gòtic";712,79;"Habitatge nou lliure";7;135
2014;1;"Ciutat Vella";"el Barri Gòtic";10,58;"Habitatge nou protegit";0;135
2014;1;"Ciutat Vella";"el Barri Gòtic";10,58;"Habitatge usat";43;135
2014;1;"Ciutat Vella";"el Barri Gòtic";10,58;"Habitatge nou lliure";7;135
2014;1;"Ciutat Vella";"la Barceloneta";14,4;"Habitatge nou protegit";0;130
2014;1;"Ciutat Vella";"la Barceloneta";14,4;"Habitatge usat";28;130
2014;1;"Ciutat Vella";"la Barceloneta";14,4;"Habitatge nou lliure";31;130
2014;1;"Ciutat Vella";"la Barceloneta";540,71;"Habitatge nou protegit";0;130
2014;1;"Ciutat Vella";"la Barceloneta";540,71;"Habitatge usat";28;130
2014;1;"Ciutat Vella";"la Barceloneta";540,71;"Habitatge nou lliure";31;130
2014;1;"Ciutat Vella";"Sant Pere, Santa Caterina i la Ribera";11,01;"Habitatge usat";53;196
2014;1;"Ciutat Vella";"Sant Pere, Santa Caterina i la Ribera";11,01;"Habitatge nou lliure";8;196
2014;1;"Ciutat Vella";"Sant Pere, Santa Caterina i la Ribera";11,01;"Habitatge nou protegit";0;196
2014;1;"Ciutat Vella";"Sant Pere, Santa Caterina i la Ribera";673,44;"Habitatge usat";53;196
2014;1;"Ciutat Vella";"Sant Pere, Santa Caterina i la Ribera";673,44;"Habitatge nou lliure";8;196
2014;1;"Ciutat Vella";"Sant Pere, Santa Caterina i la Ribera";673,44;"Habitatge nou protegit";0;196
2014;1;"Sant Martí";"el Camp de l'Arpa del Clot";9,96;"Habitatge usat";78;245
2014;1;"Sant Martí";"el Camp de l'Arpa del Clot";9,96;"Habitatge nou lliure";2;245
2014;1;"Sant Martí";"el Camp de l'Arpa del Clot";9,96;"Habitatge nou protegit";0;245
2014;1;"Sant Martí";"el Camp de l'Arpa del Clot";580,09;"Habitatge usat";78;245
2014;1;"Sant Martí";"el Camp de l'Arpa del Clot";580,09;"Habitatge nou lliure";2;245
2014;1;"Sant Martí";"el Camp de l'Arpa del Clot";580,09;"Habitatge nou protegit";0;245
2014;1;"Sant Martí";"el Clot";604,85;"Habitatge nou lliure";4;135
2014;1;"Sant Martí";"el Clot";604,85;"Habitatge nou protegit";0;135
2014;1;"Sant Martí";"el Clot";604,85;"Habitatge usat";97;135
2014;1;"Sant Martí";"el Clot";9,82;"Habitatge nou lliure";4;135
2014;1;"Sant Martí";"el Clot";9,82;"Habitatge nou protegit";0;135
2014;1;"Sant Martí";"el Clot";9,82;"Habitatge usat";97;135
2014;1;"Sant Martí";"el Parc i la Llacuna del Poblenou";704,67;"Habitatge nou protegit";0;72
2014;1;"Sant Martí";"el Parc i la Llacuna del Poblenou";704,67;"Habitatge usat";16;72
2014;1;"Sant Martí";"el Parc i la Llacuna del Poblenou";704,67;"Habitatge nou lliure";2;72
2014;1;"Sant Martí";"el Parc i la Llacuna del Poblenou";11,04;"Habitatge nou protegit";0;72
2014;1;"Sant Martí";"el Parc i la Llacuna del Poblenou";11,04;"Habitatge usat";16;72
2014;1;"Sant Martí";"el Parc i la Llacuna del Poblenou";11,04;"Habitatge nou lliure";2;72
2014;1;"Sant Martí";"la Vila Olímpica del Poblenou";926,43;"Habitatge usat";7;36
2014;1;"Sant Martí";"la Vila Olímpica del Poblenou";926,43;"Habitatge nou protegit";0;36
2014;1;"Sant Martí";"la Vila Olímpica del Poblenou";926,43;"Habitatge nou lliure";2;36
2014;1;"Sant Martí";"la Vila Olímpica del Poblenou";12,37;"Habitatge usat";7;36
2014;1;"Sant Martí";"la Vila Olímpica del Poblenou";12,37;"Habitatge nou protegit";0;36
2014;1;"Sant Martí";"la Vila Olímpica del Poblenou";12,37;"Habitatge nou lliure";2;36
2014;1;"Sant Martí";"el Poblenou";11,38;"Habitatge usat";24;177
2014;1;"Sant Martí";"el Poblenou";11,38;"Habitatge nou lliure";10;177
2014;1;"Sant Martí";"el Poblenou";11,38;"Habitatge nou protegit";2;177
2014;1;"Sant Martí";"el Poblenou";663,93;"Habitatge usat";24;177
2014;1;"Sant Martí";"el Poblenou";663,93;"Habitatge nou lliure";10;177
2014;1;"Sant Martí";"el Poblenou";663,93;"Habitatge nou protegit";2;177
2014;1;"Sant Martí";"Diagonal Mar i el Front Marítim del Poblenou";866,7;"Habitatge nou protegit";0;68
2014;1;"Sant Martí";"Diagonal Mar i el Front Marítim del Poblenou";866,7;"Habitatge usat";19;68
2014;1;"Sant Martí";"Diagonal Mar i el Front Marítim del Poblenou";866,7;"Habitatge nou lliure";6;68
2014;1;"Sant Martí";"Diagonal Mar i el Front Marítim del Poblenou";10,82;"Habitatge nou protegit";0;68
2014;1;"Sant Martí";"Diagonal Mar i el Front Marítim del Poblenou";10,82;"Habitatge usat";19;68
2014;1;"Sant Martí";"Diagonal Mar i el Front Marítim del Poblenou";10,82;"Habitatge nou lliure";6;68
2014;1;"Sant Martí";"el Besòs i el Maresme";516,9;"Habitatge usat";43;79
2014;1;"Sant Martí";"el Besòs i el Maresme";516,9;"Habitatge nou lliure";41;79
2014;1;"Sant Martí";"el Besòs i el Maresme";516,9;"Habitatge nou protegit";37;79
2014;1;"Sant Martí";"el Besòs i el Maresme";8,51;"Habitatge usat";43;79
2014;1;"Sant Martí";"el Besòs i el Maresme";8,51;"Habitatge nou lliure";41;79
2014;1;"Sant Martí";"el Besòs i el Maresme";8,51;"Habitatge nou protegit";37;79
2014;1;"Sant Martí";"Provençals del Poblenou";635,7;"Habitatge nou protegit";0;85
2014;1;"Sant Martí";"Provençals del Poblenou";635,7;"Habitatge usat";9;85
2014;1;"Sant Martí";"Provençals del Poblenou";635,7;"Habitatge nou lliure";2;85
2014;1;"Sant Martí";"Provençals del Poblenou";9,54;"Habitatge nou protegit";0;85
2014;1;"Sant Martí";"Provençals del Poblenou";9,54;"Habitatge usat";9;85
2014;1;"Sant Martí";"Provençals del Poblenou";9,54;"Habitatge nou lliure";2;85
2014;1;"Sant Martí";"Sant Martí de Provençals";643,66;"Habitatge usat";22;84
2014;1;"Sant Martí";"Sant Martí de Provençals";643,66;"Habitatge nou lliure";10;84
2014;1;"Sant Martí";"Sant Martí de Provençals";643,66;"Habitatge nou protegit";0;84
2014;1;"Sant Martí";"Sant Martí de Provençals";8,73;"Habitatge usat";22;84
2014;1;"Sant Martí";"Sant Martí de Provençals";8,73;"Habitatge nou lliure";10;84
2014;1;"Sant Martí";"Sant Martí de Provençals";8,73;"Habitatge nou protegit";0;84
2014;1;"Sant Martí";"la Verneda i la Pau";568,68;"Habitatge nou protegit";1;69
2014;1;"Sant Martí";"la Verneda i la Pau";568,68;"Habitatge usat";45;69
2014;1;"Sant Martí";"la Verneda i la Pau";568,68;"Habitatge nou lliure";2;69
2014;1;"Sant Martí";"la Verneda i la Pau";8,34;"Habitatge nou protegit";1;69
2014;1;"Sant Martí";"la Verneda i la Pau";8,34;"Habitatge usat";45;69
2014;1;"Sant Martí";"la Verneda i la Pau";8,34;"Habitatge nou lliure";2;69
2014;1;"Eixample";"Sant Antoni";693,43;"Habitatge usat";31;286
2014;1;"Eixample";"Sant Antoni";693,43;"Habitatge nou protegit";0;286
2014;1;"Eixample";"Sant Antoni";693,43;"Habitatge nou lliure";0;286
2014;1;"Eixample";"Sant Antoni";9,77;"Habitatge usat";31;286
2014;1;"Eixample";"Sant Antoni";9,77;"Habitatge nou protegit";0;286
2014;1;"Eixample";"Sant Antoni";9,77;"Habitatge nou lliure";0;286
2014;1;"Eixample";"el Fort Pienc";736,09;"Habitatge nou lliure";11;203
2014;1;"Eixample";"el Fort Pienc";736,09;"Habitatge usat";41;203
2014;1;"Eixample";"el Fort Pienc";736,09;"Habitatge nou protegit";0;203
2014;1;"Eixample";"el Fort Pienc";10,42;"Habitatge nou lliure";11;203
2014;1;"Eixample";"el Fort Pienc";10,42;"Habitatge usat";41;203
2014;1;"Eixample";"el Fort Pienc";10,42;"Habitatge nou protegit";0;203
2014;1;"Eixample";"la Sagrada Família";673,37;"Habitatge usat";16;298
2014;1;"Eixample";"la Sagrada Família";673,37;"Habitatge nou lliure";1;298
2014;1;"Eixample";"la Sagrada Família";673,37;"Habitatge nou protegit";0;298
2014;1;"Eixample";"la Sagrada Família";10,55;"Habitatge usat";16;298
2014;1;"Eixample";"la Sagrada Família";10,55;"Habitatge nou lliure";1;298
2014;1;"Eixample";"la Sagrada Família";10,55;"Habitatge nou protegit";0;298
2014;1;"Eixample";"la Dreta de l'Eixample";9,84;"Habitatge usat";88;312
2014;1;"Eixample";"la Dreta de l'Eixample";9,84;"Habitatge nou lliure";7;312
2014;1;"Eixample";"la Dreta de l'Eixample";9,84;"Habitatge nou protegit";4;312
2014;1;"Eixample";"la Dreta de l'Eixample";921,4;"Habitatge usat";88;312
2014;1;"Eixample";"la Dreta de l'Eixample";921,4;"Habitatge nou lliure";7;312
2014;1;"Eixample";"la Dreta de l'Eixample";921,4;"Habitatge nou protegit";4;312
2014;1;"Eixample";"l'Antiga Esquerra de l'Eixample";10,35;"Habitatge nou lliure";0;352
2014;1;"Eixample";"l'Antiga Esquerra de l'Eixample";10,35;"Habitatge usat";62;352
2014;1;"Eixample";"l'Antiga Esquerra de l'Eixample";10,35;"Habitatge nou protegit";0;352
2014;1;"Eixample";"l'Antiga Esquerra de l'Eixample";827,87;"Habitatge nou lliure";0;352
2014;1;"Eixample";"l'Antiga Esquerra de l'Eixample";827,87;"Habitatge usat";62;352
2014;1;"Eixample";"l'Antiga Esquerra de l'Eixample";827,87;"Habitatge nou protegit";0;352
2014;1;"Eixample";"la Nova Esquerra de l'Eixample";716,13;"Habitatge nou protegit";1;428
2014;1;"Eixample";"la Nova Esquerra de l'Eixample";716,13;"Habitatge nou lliure";0;428
2014;1;"Eixample";"la Nova Esquerra de l'Eixample";716,13;"Habitatge usat";47;428
2014;1;"Eixample";"la Nova Esquerra de l'Eixample";10,32;"Habitatge nou protegit";1;428
2014;1;"Eixample";"la Nova Esquerra de l'Eixample";10,32;"Habitatge nou lliure";0;428
2014;1;"Eixample";"la Nova Esquerra de l'Eixample";10,32;"Habitatge usat";47;428
2014;1;"Sants-Montjuïc";"el Poble Sec";10,18;"Habitatge usat";74;270
2014;1;"Sants-Montjuïc";"el Poble Sec";10,18;"Habitatge nou protegit";0;270
2014;1;"Sants-Montjuïc";"el Poble Sec";10,18;"Habitatge nou lliure";0;270
2014;1;"Sants-Montjuïc";"el Poble Sec";568;"Habitatge usat";74;270
2014;1;"Sants-Montjuïc";"el Poble Sec";568;"Habitatge nou protegit";0;270
2014;1;"Sants-Montjuïc";"el Poble Sec";568;"Habitatge nou lliure";0;270
2014;1;"Sants-Montjuïc";"la Marina de Port";8,34;"Habitatge nou protegit";4;83
2014;1;"Sants-Montjuïc";"la Marina de Port";8,34;"Habitatge nou lliure";0;83
2014;1;"Sants-Montjuïc";"la Marina de Port";8,34;"Habitatge usat";16;83
2014;1;"Sants-Montjuïc";"la Marina de Port";553,55;"Habitatge nou protegit";4;83
2014;1;"Sants-Montjuïc";"la Marina de Port";553,55;"Habitatge nou lliure";0;83
2014;1;"Sants-Montjuïc";"la Marina de Port";553,55;"Habitatge usat";16;83
2014;1;"Sants-Montjuïc";"la Font de la Guatlla";10,83;"Habitatge usat";9;56
2014;1;"Sants-Montjuïc";"la Font de la Guatlla";10,83;"Habitatge nou lliure";0;56
2014;1;"Sants-Montjuïc";"la Font de la Guatlla";10,83;"Habitatge nou protegit";0;56
2014;1;"Sants-Montjuïc";"la Font de la Guatlla";631,5;"Habitatge usat";9;56
2014;1;"Sants-Montjuïc";"la Font de la Guatlla";631,5;"Habitatge nou lliure";0;56
2014;1;"Sants-Montjuïc";"la Font de la Guatlla";631,5;"Habitatge nou protegit";0;56
2014;1;"Sants-Montjuïc";"Hostafrancs";580,71;"Habitatge usat";19;117
2014;1;"Sants-Montjuïc";"Hostafrancs";580,71;"Habitatge nou lliure";0;117
2014;1;"Sants-Montjuïc";"Hostafrancs";580,71;"Habitatge nou protegit";0;117
2014;1;"Sants-Montjuïc";"Hostafrancs";10,4;"Habitatge usat";19;117
2014;1;"Sants-Montjuïc";"Hostafrancs";10,4;"Habitatge nou lliure";0;117
2014;1;"Sants-Montjuïc";"Hostafrancs";10,4;"Habitatge nou protegit";0;117
2014;1;"Sants-Montjuïc";"la Bordeta";9,46;"Habitatge usat";17;89
2014;1;"Sants-Montjuïc";"la Bordeta";9,46;"Habitatge nou lliure";1;89
2014;1;"Sants-Montjuïc";"la Bordeta";9,46;"Habitatge nou protegit";0;89
2014;1;"Sants-Montjuïc";"la Bordeta";604,74;"Habitatge usat";17;89
2014;1;"Sants-Montjuïc";"la Bordeta";604,74;"Habitatge nou lliure";1;89
2014;1;"Sants-Montjuïc";"la Bordeta";604,74;"Habitatge nou protegit";0;89
2014;1;"Sants-Montjuïc";"Sants - Badal";9,94;"Habitatge usat";19;149
2014;1;"Sants-Montjuïc";"Sants - Badal";9,94;"Habitatge nou lliure";3;149
2014;1;"Sants-Montjuïc";"Sants - Badal";9,94;"Habitatge nou protegit";1;149
2014;1;"Sants-Montjuïc";"Sants - Badal";584,27;"Habitatge usat";19;149
2014;1;"Sants-Montjuïc";"Sants - Badal";584,27;"Habitatge nou lliure";3;149
2014;1;"Sants-Montjuïc";"Sants - Badal";584,27;"Habitatge nou protegit";1;149
2014;1;"Sants-Montjuïc";"Sants";9,89;"Habitatge nou lliure";1;316
2014;1;"Sants-Montjuïc";"Sants";9,89;"Habitatge usat";48;316
2014;1;"Sants-Montjuïc";"Sants";9,89;"Habitatge nou protegit";0;316
2014;1;"Sants-Montjuïc";"Sants";605,28;"Habitatge nou lliure";1;316
2014;1;"Sants-Montjuïc";"Sants";605,28;"Habitatge usat";48;316
2014;1;"Sants-Montjuïc";"Sants";605,28;"Habitatge nou protegit";0;316
2014;1;"Les Corts";"les Corts";777,23;"Habitatge nou lliure";4;222
2014;1;"Les Corts";"les Corts";777,23;"Habitatge nou protegit";1;222
2014;1;"Les Corts";"les Corts";777,23;"Habitatge usat";94;222
2014;1;"Les Corts";"les Corts";11,39;"Habitatge nou lliure";4;222
2014;1;"Les Corts";"les Corts";11,39;"Habitatge nou protegit";1;222
2014;1;"Les Corts";"les Corts";11,39;"Habitatge usat";94;222
2014;1;"Les Corts";"la Maternitat i Sant Ramon";10,02;"Habitatge usat";24;100
2014;1;"Les Corts";"la Maternitat i Sant Ramon";10,02;"Habitatge nou lliure";0;100
2014;1;"Les Corts";"la Maternitat i Sant Ramon";10,02;"Habitatge nou protegit";0;100
2014;1;"Les Corts";"la Maternitat i Sant Ramon";700,16;"Habitatge usat";24;100
2014;1;"Les Corts";"la Maternitat i Sant Ramon";700,16;"Habitatge nou lliure";0;100
2014;1;"Les Corts";"la Maternitat i Sant Ramon";700,16;"Habitatge nou protegit";0;100
2014;1;"Les Corts";"Pedralbes";11,19;"Habitatge nou protegit";0;50
2014;1;"Les Corts";"Pedralbes";11,19;"Habitatge usat";18;50
2014;1;"Les Corts";"Pedralbes";11,19;"Habitatge nou lliure";0;50
2014;1;"Les Corts";"Pedralbes";1230;"Habitatge nou protegit";0;50
2014;1;"Les Corts";"Pedralbes";1230;"Habitatge usat";18;50
2014;1;"Les Corts";"Pedralbes";1230;"Habitatge nou lliure";0;50
2014;1;"Sarrià-Sant Gervasi";"Vallvidrera, el Tibidabo i les Planes";7,9;"Habitatge nou lliure";0;9
2014;1;"Sarrià-Sant Gervasi";"Vallvidrera, el Tibidabo i les Planes";7,9;"Habitatge nou protegit";0;9
2014;1;"Sarrià-Sant Gervasi";"Vallvidrera, el Tibidabo i les Planes";7,9;"Habitatge usat";6;9
2014;1;"Sarrià-Sant Gervasi";"Vallvidrera, el Tibidabo i les Planes";837,33;"Habitatge nou lliure";0;9
2014;1;"Sarrià-Sant Gervasi";"Vallvidrera, el Tibidabo i les Planes";837,33;"Habitatge nou protegit";0;9
2014;1;"Sarrià-Sant Gervasi";"Vallvidrera, el Tibidabo i les Planes";837,33;"Habitatge usat";6;9
2014;1;"Sarrià-Sant Gervasi";"Sarrià";1042,16;"Habitatge nou lliure";0;109
2014;1;"Sarrià-Sant Gervasi";"Sarrià";1042,16;"Habitatge usat";40;109
2014;1;"Sarrià-Sant Gervasi";"Sarrià";1042,16;"Habitatge nou protegit";0;109
2014;1;"Sarrià-Sant Gervasi";"Sarrià";12,62;"Habitatge nou lliure";0;109
2014;1;"Sarrià-Sant Gervasi";"Sarrià";12,62;"Habitatge usat";40;109
2014;1;"Sarrià-Sant Gervasi";"Sarrià";12,62;"Habitatge nou protegit";0;109
2014;1;"Sarrià-Sant Gervasi";"les Tres Torres";13,27;"Habitatge nou lliure";2;71
2014;1;"Sarrià-Sant Gervasi";"les Tres Torres";13,27;"Habitatge usat";26;71
2014;1;"Sarrià-Sant Gervasi";"les Tres Torres";13,27;"Habitatge nou protegit";0;71
2014;1;"Sarrià-Sant Gervasi";"les Tres Torres";1215,85;"Habitatge nou lliure";2;71
2014;1;"Sarrià-Sant Gervasi";"les Tres Torres";1215,85;"Habitatge usat";26;71
2014;1;"Sarrià-Sant Gervasi";"les Tres Torres";1215,85;"Habitatge nou protegit";0;71
2014;1;"Sarrià-Sant Gervasi";"Sant Gervasi - la Bonanova";11,46;"Habitatge nou protegit";0;120
2014;1;"Sarrià-Sant Gervasi";"Sant Gervasi - la Bonanova";11,46;"Habitatge nou lliure";20;120
2014;1;"Sarrià-Sant Gervasi";"Sant Gervasi - la Bonanova";11,46;"Habitatge usat";42;120
2014;1;"Sarrià-Sant Gervasi";"Sant Gervasi - la Bonanova";927,63;"Habitatge nou protegit";0;120
2014;1;"Sarrià-Sant Gervasi";"Sant Gervasi - la Bonanova";927,63;"Habitatge nou lliure";20;120
2014;1;"Sarrià-Sant Gervasi";"Sant Gervasi - la Bonanova";927,63;"Habitatge usat";42;120
2014;1;"Sarrià-Sant Gervasi";"Sant Gervasi - Galvany";12,08;"Habitatge nou protegit";0;293
2014;1;"Sarrià-Sant Gervasi";"Sant Gervasi - Galvany";12,08;"Habitatge usat";65;293
2014;1;"Sarrià-Sant Gervasi";"Sant Gervasi - Galvany";12,08;"Habitatge nou lliure";27;293
2014;1;"Sarrià-Sant Gervasi";"Sant Gervasi - Galvany";1053,7;"Habitatge nou protegit";0;293
2014;1;"Sarrià-Sant Gervasi";"Sant Gervasi - Galvany";1053,7;"Habitatge usat";65;293
2014;1;"Sarrià-Sant Gervasi";"Sant Gervasi - Galvany";1053,7;"Habitatge nou lliure";27;293
2014;1;"Sarrià-Sant Gervasi";"el Putxet i el Farró";11,06;"Habitatge nou protegit";0;214
2014;1;"Sarrià-Sant Gervasi";"el Putxet i el Farró";11,06;"Habitatge usat";62;214
2014;1;"Sarrià-Sant Gervasi";"el Putxet i el Farró";11,06;"Habitatge nou lliure";12;214
2014;1;"Sarrià-Sant Gervasi";"el Putxet i el Farró";750,84;"Habitatge nou protegit";0;214
2014;1;"Sarrià-Sant Gervasi";"el Putxet i el Farró";750,84;"Habitatge usat";62;214
2014;1;"Sarrià-Sant Gervasi";"el Putxet i el Farró";750,84;"Habitatge nou lliure";12;214
2014;1;"Gràcia";"Vallcarca i els Penitents";679,66;"Habitatge nou lliure";14;75
2014;1;"Gràcia";"Vallcarca i els Penitents";679,66;"Habitatge nou protegit";0;75
2014;1;"Gràcia";"Vallcarca i els Penitents";679,66;"Habitatge usat";16;75
2014;1;"Gràcia";"Vallcarca i els Penitents";10,18;"Habitatge nou lliure";14;75
2014;1;"Gràcia";"Vallcarca i els Penitents";10,18;"Habitatge nou protegit";0;75
2014;1;"Gràcia";"Vallcarca i els Penitents";10,18;"Habitatge usat";16;75
2014;1;"Gràcia";"el Coll";9,77;"Habitatge nou lliure";7;43
2014;1;"Gràcia";"el Coll";9,77;"Habitatge usat";3;43
2014;1;"Gràcia";"el Coll";9,77;"Habitatge nou protegit";0;43
2014;1;"Gràcia";"el Coll";583,93;"Habitatge nou lliure";7;43
2014;1;"Gràcia";"el Coll";583,93;"Habitatge usat";3;43
2014;1;"Gràcia";"el Coll";583,93;"Habitatge nou protegit";0;43
2014;1;"Gràcia";"la Salut";10,2;"Habitatge nou protegit";0;77
2014;1;"Gràcia";"la Salut";10,2;"Habitatge usat";42;77
2014;1;"Gràcia";"la Salut";10,2;"Habitatge nou lliure";0;77
2014;1;"Gràcia";"la Salut";634,48;"Habitatge nou protegit";0;77
2014;1;"Gràcia";"la Salut";634,48;"Habitatge usat";42;77
2014;1;"Gràcia";"la Salut";634,48;"Habitatge nou lliure";0;77
2014;1;"Gràcia";"la Vila de Gràcia";11,59;"Habitatge usat";89;512
2014;1;"Gràcia";"la Vila de Gràcia";11,59;"Habitatge nou protegit";0;512
2014;1;"Gràcia";"la Vila de Gràcia";11,59;"Habitatge nou lliure";1;512
2014;1;"Gràcia";"la Vila de Gràcia";679,8;"Habitatge usat";89;512
2014;1;"Gràcia";"la Vila de Gràcia";679,8;"Habitatge nou protegit";0;512
2014;1;"Gràcia";"la Vila de Gràcia";679,8;"Habitatge nou lliure";1;512
2014;1;"Gràcia";"el Camp d'en Grassot i Gràcia Nova";671;"Habitatge nou lliure";5;199
2014;1;"Gràcia";"el Camp d'en Grassot i Gràcia Nova";671;"Habitatge usat";53;199
2014;1;"Gràcia";"el Camp d'en Grassot i Gràcia Nova";671;"Habitatge nou protegit";2;199
2014;1;"Gràcia";"el Camp d'en Grassot i Gràcia Nova";10,29;"Habitatge nou lliure";5;199
2014;1;"Gràcia";"el Camp d'en Grassot i Gràcia Nova";10,29;"Habitatge usat";53;199
2014;1;"Gràcia";"el Camp d'en Grassot i Gràcia Nova";10,29;"Habitatge nou protegit";2;199
2014;1;"Horta-Guinardó";"el Baix Guinardó";9,63;"Habitatge usat";64;141
2014;1;"Horta-Guinardó";"el Baix Guinardó";9,63;"Habitatge nou lliure";2;141
2014;1;"Horta-Guinardó";"el Baix Guinardó";9,63;"Habitatge nou protegit";0;141
2014;1;"Horta-Guinardó";"el Baix Guinardó";622,63;"Habitatge usat";64;141
2014;1;"Horta-Guinardó";"el Baix Guinardó";622,63;"Habitatge nou lliure";2;141
2014;1;"Horta-Guinardó";"el Baix Guinardó";622,63;"Habitatge nou protegit";0;141
2014;1;"Horta-Guinardó";"Can Baró";9,97;"Habitatge nou protegit";0;47
2014;1;"Horta-Guinardó";"Can Baró";9,97;"Habitatge nou lliure";0;47
2014;1;"Horta-Guinardó";"Can Baró";9,97;"Habitatge usat";2;47
2014;1;"Horta-Guinardó";"Can Baró";568,94;"Habitatge nou protegit";0;47
2014;1;"Horta-Guinardó";"Can Baró";568,94;"Habitatge nou lliure";0;47
2014;1;"Horta-Guinardó";"Can Baró";568,94;"Habitatge usat";2;47
2014;1;"Horta-Guinardó";"el Guinardó";9,35;"Habitatge nou lliure";0;201
2014;1;"Horta-Guinardó";"el Guinardó";9,35;"Habitatge usat";66;201
2014;1;"Horta-Guinardó";"el Guinardó";9,35;"Habitatge nou protegit";0;201
2014;1;"Horta-Guinardó";"el Guinardó";586,5;"Habitatge nou lliure";0;201
2014;1;"Horta-Guinardó";"el Guinardó";586,5;"Habitatge usat";66;201
2014;1;"Horta-Guinardó";"el Guinardó";586,5;"Habitatge nou protegit";0;201
2014;1;"Horta-Guinardó";"la Font d'en Fargues";585,45;"Habitatge nou protegit";0;21
2014;1;"Horta-Guinardó";"la Font d'en Fargues";585,45;"Habitatge nou lliure";0;21
2014;1;"Horta-Guinardó";"la Font d'en Fargues";585,45;"Habitatge usat";6;21
2014;1;"Horta-Guinardó";"la Font d'en Fargues";9,26;"Habitatge nou protegit";0;21
2014;1;"Horta-Guinardó";"la Font d'en Fargues";9,26;"Habitatge nou lliure";0;21
2014;1;"Horta-Guinardó";"la Font d'en Fargues";9,26;"Habitatge usat";6;21
2014;1;"Horta-Guinardó";"el Carmel";8,41;"Habitatge nou protegit";0;150
2014;1;"Horta-Guinardó";"el Carmel";8,41;"Habitatge nou lliure";21;150
2014;1;"Horta-Guinardó";"el Carmel";8,41;"Habitatge usat";18;150
2014;1;"Horta-Guinardó";"el Carmel";478,7;"Habitatge nou protegit";0;150
2014;1;"Horta-Guinardó";"el Carmel";478,7;"Habitatge nou lliure";21;150
2014;1;"Horta-Guinardó";"el Carmel";478,7;"Habitatge usat";18;150
2014;1;"Horta-Guinardó";"la Teixonera";8,52;"Habitatge nou protegit";0;54
2014;1;"Horta-Guinardó";"la Teixonera";8,52;"Habitatge nou lliure";3;54
2014;1;"Horta-Guinardó";"la Teixonera";8,52;"Habitatge usat";8;54
2014;1;"Horta-Guinardó";"la Teixonera";492,79;"Habitatge nou protegit";0;54
2014;1;"Horta-Guinardó";"la Teixonera";492,79;"Habitatge nou lliure";3;54
2014;1;"Horta-Guinardó";"la Teixonera";492,79;"Habitatge usat";8;54
2014;1;"Horta-Guinardó";"Sant Genís dels Agudells";7,72;"Habitatge nou lliure";2;32
2014;1;"Horta-Guinardó";"Sant Genís dels Agudells";7,72;"Habitatge usat";2;32
2014;1;"Horta-Guinardó";"Sant Genís dels Agudells";7,72;"Habitatge nou protegit";0;32
2014;1;"Horta-Guinardó";"Sant Genís dels Agudells";557;"Habitatge nou lliure";2;32
2014;1;"Horta-Guinardó";"Sant Genís dels Agudells";557;"Habitatge usat";2;32
2014;1;"Horta-Guinardó";"Sant Genís dels Agudells";557;"Habitatge nou protegit";0;32
2014;1;"Horta-Guinardó";"Montbau";9,48;"Habitatge nou lliure";1;11
2014;1;"Horta-Guinardó";"Montbau";9,48;"Habitatge usat";5;11
2014;1;"Horta-Guinardó";"Montbau";9,48;"Habitatge nou protegit";0;11
2014;1;"Horta-Guinardó";"Montbau";537,94;"Habitatge nou lliure";1;11
2014;1;"Horta-Guinardó";"Montbau";537,94;"Habitatge usat";5;11
2014;1;"Horta-Guinardó";"Montbau";537,94;"Habitatge nou protegit";0;11
2014;1;"Horta-Guinardó";"la Vall d'Hebron";737,73;"Habitatge nou protegit";0;11
2014;1;"Horta-Guinardó";"la Vall d'Hebron";737,73;"Habitatge nou lliure";1;11
2014;1;"Horta-Guinardó";"la Vall d'Hebron";737,73;"Habitatge usat";3;11
2014;1;"Horta-Guinardó";"la Vall d'Hebron";10,59;"Habitatge nou protegit";0;11
2014;1;"Horta-Guinardó";"la Vall d'Hebron";10,59;"Habitatge nou lliure";1;11
2014;1;"Horta-Guinardó";"la Vall d'Hebron";10,59;"Habitatge usat";3;11
2014;1;"Horta-Guinardó";"Horta";8,85;"Habitatge nou lliure";4;109
2014;1;"Horta-Guinardó";"Horta";8,85;"Habitatge nou protegit";0;109
2014;1;"Horta-Guinardó";"Horta";8,85;"Habitatge usat";32;109
2014;1;"Horta-Guinardó";"Horta";556,3;"Habitatge nou lliure";4;109
2014;1;"Horta-Guinardó";"Horta";556,3;"Habitatge nou protegit";0;109
2014;1;"Horta-Guinardó";"Horta";556,3;"Habitatge usat";32;109
