"Any";"Trimestre";"Nom_Districte";"Nom_Barri";"Preu";"Compravendes";"compra_venta";"lloguers"
2015;2;"Sant Martí";"Provençals del Poblenou";670,38;"Habitatge nou protegit";2;76
2015;2;"Sant Martí";"Provençals del Poblenou";670,38;"Habitatge nou lliure";1;76
2015;2;"Sant Martí";"Provençals del Poblenou";670,38;"Habitatge usat";3;76
2015;2;"Sant Martí";"Provençals del Poblenou";10,02;"Habitatge nou protegit";2;76
2015;2;"Sant Martí";"Provençals del Poblenou";10,02;"Habitatge nou lliure";1;76
2015;2;"Sant Martí";"Provençals del Poblenou";10,02;"Habitatge usat";3;76
2015;2;"Sant Martí";"Sant Martí de Provençals";9,56;"Habitatge nou lliure";10;80
2015;2;"Sant Martí";"Sant Martí de Provençals";9,56;"Habitatge nou protegit";0;80
2015;2;"Sant Martí";"Sant Martí de Provençals";9,56;"Habitatge usat";26;80
2015;2;"Sant Martí";"Sant Martí de Provençals";697,32;"Habitatge nou lliure";10;80
2015;2;"Sant Martí";"Sant Martí de Provençals";697,32;"Habitatge nou protegit";0;80
2015;2;"Sant Martí";"Sant Martí de Provençals";697,32;"Habitatge usat";26;80
2015;2;"Sant Martí";"la Verneda i la Pau";9,44;"Habitatge nou protegit";0;66
2015;2;"Sant Martí";"la Verneda i la Pau";9,44;"Habitatge usat";45;66
2015;2;"Sant Martí";"la Verneda i la Pau";9,44;"Habitatge nou lliure";4;66
2015;2;"Sant Martí";"la Verneda i la Pau";595,42;"Habitatge nou protegit";0;66
2015;2;"Sant Martí";"la Verneda i la Pau";595,42;"Habitatge usat";45;66
2015;2;"Sant Martí";"la Verneda i la Pau";595,42;"Habitatge nou lliure";4;66
2015;2;"Eixample";"Sant Antoni";10,91;"Habitatge usat";45;257
2015;2;"Eixample";"Sant Antoni";10,91;"Habitatge nou protegit";0;257
2015;2;"Eixample";"Sant Antoni";10,91;"Habitatge nou lliure";2;257
2015;2;"Eixample";"Sant Antoni";746;"Habitatge usat";45;257
2015;2;"Eixample";"Sant Antoni";746;"Habitatge nou protegit";0;257
2015;2;"Eixample";"Sant Antoni";746;"Habitatge nou lliure";2;257
2015;2;"Eixample";"el Fort Pienc";770,13;"Habitatge nou protegit";0;200
2015;2;"Eixample";"el Fort Pienc";770,13;"Habitatge usat";36;200
2015;2;"Eixample";"el Fort Pienc";770,13;"Habitatge nou lliure";6;200
2015;2;"Eixample";"el Fort Pienc";11,04;"Habitatge nou protegit";0;200
2015;2;"Eixample";"el Fort Pienc";11,04;"Habitatge usat";36;200
2015;2;"Eixample";"el Fort Pienc";11,04;"Habitatge nou lliure";6;200
2015;2;"Eixample";"la Sagrada Família";704,44;"Habitatge usat";9;358
2015;2;"Eixample";"la Sagrada Família";704,44;"Habitatge nou protegit";0;358
2015;2;"Eixample";"la Sagrada Família";704,44;"Habitatge nou lliure";0;358
2015;2;"Eixample";"la Sagrada Família";11,15;"Habitatge usat";9;358
2015;2;"Eixample";"la Sagrada Família";11,15;"Habitatge nou protegit";0;358
2015;2;"Eixample";"la Sagrada Família";11,15;"Habitatge nou lliure";0;358
2015;2;"Eixample";"la Dreta de l'Eixample";988,89;"Habitatge nou lliure";8;338
2015;2;"Eixample";"la Dreta de l'Eixample";988,89;"Habitatge nou protegit";2;338
2015;2;"Eixample";"la Dreta de l'Eixample";988,89;"Habitatge usat";91;338
2015;2;"Eixample";"la Dreta de l'Eixample";10,66;"Habitatge nou lliure";8;338
2015;2;"Eixample";"la Dreta de l'Eixample";10,66;"Habitatge nou protegit";2;338
2015;2;"Eixample";"la Dreta de l'Eixample";10,66;"Habitatge usat";91;338
2015;2;"Eixample";"l'Antiga Esquerra de l'Eixample";11,14;"Habitatge nou lliure";2;337
2015;2;"Eixample";"l'Antiga Esquerra de l'Eixample";11,14;"Habitatge usat";76;337
2015;2;"Eixample";"l'Antiga Esquerra de l'Eixample";11,14;"Habitatge nou protegit";2;337
2015;2;"Eixample";"l'Antiga Esquerra de l'Eixample";906,14;"Habitatge nou lliure";2;337
2015;2;"Eixample";"l'Antiga Esquerra de l'Eixample";906,14;"Habitatge usat";76;337
2015;2;"Eixample";"l'Antiga Esquerra de l'Eixample";906,14;"Habitatge nou protegit";2;337
2015;2;"Eixample";"la Nova Esquerra de l'Eixample";766,85;"Habitatge usat";43;390
2015;2;"Eixample";"la Nova Esquerra de l'Eixample";766,85;"Habitatge nou lliure";4;390
2015;2;"Eixample";"la Nova Esquerra de l'Eixample";766,85;"Habitatge nou protegit";0;390
2015;2;"Eixample";"la Nova Esquerra de l'Eixample";11,2;"Habitatge usat";43;390
2015;2;"Eixample";"la Nova Esquerra de l'Eixample";11,2;"Habitatge nou lliure";4;390
2015;2;"Eixample";"la Nova Esquerra de l'Eixample";11,2;"Habitatge nou protegit";0;390
2015;2;"Sants-Montjuïc";"el Poble Sec";11,36;"Habitatge nou protegit";0;258
2015;2;"Sants-Montjuïc";"el Poble Sec";11,36;"Habitatge nou lliure";0;258
2015;2;"Sants-Montjuïc";"el Poble Sec";11,36;"Habitatge usat";98;258
2015;2;"Sants-Montjuïc";"el Poble Sec";598,47;"Habitatge nou protegit";0;258
2015;2;"Sants-Montjuïc";"el Poble Sec";598,47;"Habitatge nou lliure";0;258
2015;2;"Sants-Montjuïc";"el Poble Sec";598,47;"Habitatge usat";98;258
2015;2;"Sants-Montjuïc";"la Marina del Prat Vermell";6,5;"Habitatge nou lliure";0;7
2015;2;"Sants-Montjuïc";"la Marina del Prat Vermell";6,5;"Habitatge usat";0;7
2015;2;"Sants-Montjuïc";"la Marina del Prat Vermell";6,5;"Habitatge nou protegit";0;7
2015;2;"Sants-Montjuïc";"la Marina del Prat Vermell";381,07;"Habitatge nou lliure";0;7
2015;2;"Sants-Montjuïc";"la Marina del Prat Vermell";381,07;"Habitatge usat";0;7
2015;2;"Sants-Montjuïc";"la Marina del Prat Vermell";381,07;"Habitatge nou protegit";0;7
2015;2;"Sants-Montjuïc";"la Marina de Port";536,18;"Habitatge nou lliure";0;93
2015;2;"Sants-Montjuïc";"la Marina de Port";536,18;"Habitatge usat";45;93
2015;2;"Sants-Montjuïc";"la Marina de Port";536,18;"Habitatge nou protegit";0;93
2015;2;"Sants-Montjuïc";"la Marina de Port";8,23;"Habitatge nou lliure";0;93
2015;2;"Sants-Montjuïc";"la Marina de Port";8,23;"Habitatge usat";45;93
2015;2;"Sants-Montjuïc";"la Marina de Port";8,23;"Habitatge nou protegit";0;93
2015;2;"Sants-Montjuïc";"la Font de la Guatlla";10,63;"Habitatge usat";14;43
2015;2;"Sants-Montjuïc";"la Font de la Guatlla";10,63;"Habitatge nou lliure";0;43
2015;2;"Sants-Montjuïc";"la Font de la Guatlla";10,63;"Habitatge nou protegit";0;43
2015;2;"Sants-Montjuïc";"la Font de la Guatlla";687,33;"Habitatge usat";14;43
2015;2;"Sants-Montjuïc";"la Font de la Guatlla";687,33;"Habitatge nou lliure";0;43
2015;2;"Sants-Montjuïc";"la Font de la Guatlla";687,33;"Habitatge nou protegit";0;43
2015;2;"Sants-Montjuïc";"Hostafrancs";10,91;"Habitatge usat";20;92
2015;2;"Sants-Montjuïc";"Hostafrancs";10,91;"Habitatge nou lliure";0;92
2015;2;"Sants-Montjuïc";"Hostafrancs";10,91;"Habitatge nou protegit";0;92
2015;2;"Sants-Montjuïc";"Hostafrancs";601,6;"Habitatge usat";20;92
2015;2;"Sants-Montjuïc";"Hostafrancs";601,6;"Habitatge nou lliure";0;92
2015;2;"Sants-Montjuïc";"Hostafrancs";601,6;"Habitatge nou protegit";0;92
2015;2;"Sants-Montjuïc";"la Bordeta";9,51;"Habitatge nou lliure";6;68
2015;2;"Sants-Montjuïc";"la Bordeta";9,51;"Habitatge usat";21;68
2015;2;"Sants-Montjuïc";"la Bordeta";9,51;"Habitatge nou protegit";0;68
2015;2;"Sants-Montjuïc";"la Bordeta";607,68;"Habitatge nou lliure";6;68
2015;2;"Sants-Montjuïc";"la Bordeta";607,68;"Habitatge usat";21;68
2015;2;"Sants-Montjuïc";"la Bordeta";607,68;"Habitatge nou protegit";0;68
2015;2;"Sants-Montjuïc";"Sants - Badal";606,78;"Habitatge nou protegit";0;164
2015;2;"Sants-Montjuïc";"Sants - Badal";606,78;"Habitatge usat";32;164
2015;2;"Sants-Montjuïc";"Sants - Badal";606,78;"Habitatge nou lliure";14;164
2015;2;"Sants-Montjuïc";"Sants - Badal";10,85;"Habitatge nou protegit";0;164
2015;2;"Sants-Montjuïc";"Sants - Badal";10,85;"Habitatge usat";32;164
2015;2;"Sants-Montjuïc";"Sants - Badal";10,85;"Habitatge nou lliure";14;164
2015;2;"Sants-Montjuïc";"Sants";11,1;"Habitatge usat";72;243
2015;2;"Sants-Montjuïc";"Sants";11,1;"Habitatge nou lliure";1;243
2015;2;"Sants-Montjuïc";"Sants";11,1;"Habitatge nou protegit";0;243
2015;2;"Sants-Montjuïc";"Sants";627,86;"Habitatge usat";72;243
2015;2;"Sants-Montjuïc";"Sants";627,86;"Habitatge nou lliure";1;243
2015;2;"Sants-Montjuïc";"Sants";627,86;"Habitatge nou protegit";0;243
2015;2;"Les Corts";"les Corts";817,24;"Habitatge usat";100;225
2015;2;"Les Corts";"les Corts";817,24;"Habitatge nou protegit";0;225
2015;2;"Les Corts";"les Corts";817,24;"Habitatge nou lliure";5;225
2015;2;"Les Corts";"les Corts";11,91;"Habitatge usat";100;225
2015;2;"Les Corts";"les Corts";11,91;"Habitatge nou protegit";0;225
2015;2;"Les Corts";"les Corts";11,91;"Habitatge nou lliure";5;225
2015;2;"Les Corts";"la Maternitat i Sant Ramon";679,54;"Habitatge usat";36;113
2015;2;"Les Corts";"la Maternitat i Sant Ramon";679,54;"Habitatge nou protegit";0;113
2015;2;"Les Corts";"la Maternitat i Sant Ramon";679,54;"Habitatge nou lliure";7;113
2015;2;"Les Corts";"la Maternitat i Sant Ramon";10,76;"Habitatge usat";36;113
2015;2;"Les Corts";"la Maternitat i Sant Ramon";10,76;"Habitatge nou protegit";0;113
2015;2;"Les Corts";"la Maternitat i Sant Ramon";10,76;"Habitatge nou lliure";7;113
2015;2;"Les Corts";"Pedralbes";1711,45;"Habitatge nou protegit";0;45
2015;2;"Les Corts";"Pedralbes";1711,45;"Habitatge usat";16;45
2015;2;"Les Corts";"Pedralbes";1711,45;"Habitatge nou lliure";1;45
2015;2;"Les Corts";"Pedralbes";12,73;"Habitatge nou protegit";0;45
2015;2;"Les Corts";"Pedralbes";12,73;"Habitatge usat";16;45
2015;2;"Les Corts";"Pedralbes";12,73;"Habitatge nou lliure";1;45
2015;2;"Sarrià-Sant Gervasi";"Vallvidrera, el Tibidabo i les Planes";9,11;"Habitatge usat";5;8
2015;2;"Sarrià-Sant Gervasi";"Vallvidrera, el Tibidabo i les Planes";9,11;"Habitatge nou lliure";0;8
2015;2;"Sarrià-Sant Gervasi";"Vallvidrera, el Tibidabo i les Planes";9,11;"Habitatge nou protegit";0;8
2015;2;"Sarrià-Sant Gervasi";"Vallvidrera, el Tibidabo i les Planes";824,38;"Habitatge usat";5;8
2015;2;"Sarrià-Sant Gervasi";"Vallvidrera, el Tibidabo i les Planes";824,38;"Habitatge nou lliure";0;8
2015;2;"Sarrià-Sant Gervasi";"Vallvidrera, el Tibidabo i les Planes";824,38;"Habitatge nou protegit";0;8
2015;2;"Sarrià-Sant Gervasi";"Sarrià";1101,15;"Habitatge usat";91;106
2015;2;"Sarrià-Sant Gervasi";"Sarrià";1101,15;"Habitatge nou lliure";0;106
2015;2;"Sarrià-Sant Gervasi";"Sarrià";1101,15;"Habitatge nou protegit";0;106
2015;2;"Sarrià-Sant Gervasi";"Sarrià";14,38;"Habitatge usat";91;106
2015;2;"Sarrià-Sant Gervasi";"Sarrià";14,38;"Habitatge nou lliure";0;106
2015;2;"Sarrià-Sant Gervasi";"Sarrià";14,38;"Habitatge nou protegit";0;106
2015;2;"Sarrià-Sant Gervasi";"les Tres Torres";1337,79;"Habitatge usat";17;64
2015;2;"Sarrià-Sant Gervasi";"les Tres Torres";1337,79;"Habitatge nou lliure";1;64
2015;2;"Sarrià-Sant Gervasi";"les Tres Torres";1337,79;"Habitatge nou protegit";0;64
2015;2;"Sarrià-Sant Gervasi";"les Tres Torres";13,44;"Habitatge usat";17;64
2015;2;"Sarrià-Sant Gervasi";"les Tres Torres";13,44;"Habitatge nou lliure";1;64
2015;2;"Sarrià-Sant Gervasi";"les Tres Torres";13,44;"Habitatge nou protegit";0;64
2015;2;"Sarrià-Sant Gervasi";"Sant Gervasi - la Bonanova";1056,07;"Habitatge nou lliure";17;180
2015;2;"Sarrià-Sant Gervasi";"Sant Gervasi - la Bonanova";1056,07;"Habitatge nou protegit";0;180
2015;2;"Sarrià-Sant Gervasi";"Sant Gervasi - la Bonanova";1056,07;"Habitatge usat";49;180
2015;2;"Sarrià-Sant Gervasi";"Sant Gervasi - la Bonanova";12,6;"Habitatge nou lliure";17;180
2015;2;"Sarrià-Sant Gervasi";"Sant Gervasi - la Bonanova";12,6;"Habitatge nou protegit";0;180
2015;2;"Sarrià-Sant Gervasi";"Sant Gervasi - la Bonanova";12,6;"Habitatge usat";49;180
2015;2;"Sarrià-Sant Gervasi";"Sant Gervasi - Galvany";1095,7;"Habitatge usat";59;298
2015;2;"Sarrià-Sant Gervasi";"Sant Gervasi - Galvany";1095,7;"Habitatge nou protegit";0;298
2015;2;"Sarrià-Sant Gervasi";"Sant Gervasi - Galvany";1095,7;"Habitatge nou lliure";16;298
2015;2;"Sarrià-Sant Gervasi";"Sant Gervasi - Galvany";12,55;"Habitatge usat";59;298
2015;2;"Sarrià-Sant Gervasi";"Sant Gervasi - Galvany";12,55;"Habitatge nou protegit";0;298
2015;2;"Sarrià-Sant Gervasi";"Sant Gervasi - Galvany";12,55;"Habitatge nou lliure";16;298
2015;2;"Sarrià-Sant Gervasi";"el Putxet i el Farró";790,21;"Habitatge nou lliure";9;238
2015;2;"Sarrià-Sant Gervasi";"el Putxet i el Farró";790,21;"Habitatge nou protegit";0;238
2015;2;"Sarrià-Sant Gervasi";"el Putxet i el Farró";790,21;"Habitatge usat";93;238
2015;2;"Sarrià-Sant Gervasi";"el Putxet i el Farró";12,84;"Habitatge nou lliure";9;238
2015;2;"Sarrià-Sant Gervasi";"el Putxet i el Farró";12,84;"Habitatge nou protegit";0;238
2015;2;"Sarrià-Sant Gervasi";"el Putxet i el Farró";12,84;"Habitatge usat";93;238
2015;2;"Gràcia";"Vallcarca i els Penitents";712,75;"Habitatge usat";16;108
2015;2;"Gràcia";"Vallcarca i els Penitents";712,75;"Habitatge nou protegit";1;108
2015;2;"Gràcia";"Vallcarca i els Penitents";712,75;"Habitatge nou lliure";2;108
2015;2;"Gràcia";"Vallcarca i els Penitents";11,28;"Habitatge usat";16;108
2015;2;"Gràcia";"Vallcarca i els Penitents";11,28;"Habitatge nou protegit";1;108
2015;2;"Gràcia";"Vallcarca i els Penitents";11,28;"Habitatge nou lliure";2;108
2015;2;"Gràcia";"el Coll";539,58;"Habitatge nou lliure";4;38
2015;2;"Gràcia";"el Coll";539,58;"Habitatge usat";3;38
2015;2;"Gràcia";"el Coll";539,58;"Habitatge nou protegit";0;38
2015;2;"Gràcia";"el Coll";9,7;"Habitatge nou lliure";4;38
2015;2;"Gràcia";"el Coll";9,7;"Habitatge usat";3;38
2015;2;"Gràcia";"el Coll";9,7;"Habitatge nou protegit";0;38
2015;2;"Gràcia";"la Salut";637,81;"Habitatge nou lliure";0;58
2015;2;"Gràcia";"la Salut";637,81;"Habitatge nou protegit";0;58
2015;2;"Gràcia";"la Salut";637,81;"Habitatge usat";36;58
2015;2;"Gràcia";"la Salut";11,56;"Habitatge nou lliure";0;58
2015;2;"Gràcia";"la Salut";11,56;"Habitatge nou protegit";0;58
2015;2;"Gràcia";"la Salut";11,56;"Habitatge usat";36;58
2015;2;"Gràcia";"la Vila de Gràcia";12,47;"Habitatge nou lliure";4;483
2015;2;"Gràcia";"la Vila de Gràcia";12,47;"Habitatge nou protegit";0;483
2015;2;"Gràcia";"la Vila de Gràcia";12,47;"Habitatge usat";77;483
2015;2;"Gràcia";"la Vila de Gràcia";726,61;"Habitatge nou lliure";4;483
2015;2;"Gràcia";"la Vila de Gràcia";726,61;"Habitatge nou protegit";0;483
2015;2;"Gràcia";"la Vila de Gràcia";726,61;"Habitatge usat";77;483
2015;2;"Gràcia";"el Camp d'en Grassot i Gràcia Nova";712,64;"Habitatge nou lliure";0;239
2015;2;"Gràcia";"el Camp d'en Grassot i Gràcia Nova";712,64;"Habitatge nou protegit";0;239
2015;2;"Gràcia";"el Camp d'en Grassot i Gràcia Nova";712,64;"Habitatge usat";78;239
2015;2;"Gràcia";"el Camp d'en Grassot i Gràcia Nova";10,91;"Habitatge nou lliure";0;239
2015;2;"Gràcia";"el Camp d'en Grassot i Gràcia Nova";10,91;"Habitatge nou protegit";0;239
2015;2;"Gràcia";"el Camp d'en Grassot i Gràcia Nova";10,91;"Habitatge usat";78;239
2015;2;"Horta-Guinardó";"el Baix Guinardó";631,05;"Habitatge nou lliure";2;141
2015;2;"Horta-Guinardó";"el Baix Guinardó";631,05;"Habitatge usat";62;141
2015;2;"Horta-Guinardó";"el Baix Guinardó";631,05;"Habitatge nou protegit";0;141
2015;2;"Horta-Guinardó";"el Baix Guinardó";10,18;"Habitatge nou lliure";2;141
2015;2;"Horta-Guinardó";"el Baix Guinardó";10,18;"Habitatge usat";62;141
2015;2;"Horta-Guinardó";"el Baix Guinardó";10,18;"Habitatge nou protegit";0;141
2015;2;"Horta-Guinardó";"Can Baró";539,56;"Habitatge nou lliure";0;53
2015;2;"Horta-Guinardó";"Can Baró";539,56;"Habitatge nou protegit";0;53
2015;2;"Horta-Guinardó";"Can Baró";539,56;"Habitatge usat";15;53
2015;2;"Horta-Guinardó";"Can Baró";9,94;"Habitatge nou lliure";0;53
2015;2;"Horta-Guinardó";"Can Baró";9,94;"Habitatge nou protegit";0;53
2015;2;"Horta-Guinardó";"Can Baró";9,94;"Habitatge usat";15;53
2015;2;"Horta-Guinardó";"el Guinardó";10,19;"Habitatge nou lliure";2;199
2015;2;"Horta-Guinardó";"el Guinardó";10,19;"Habitatge usat";83;199
2015;2;"Horta-Guinardó";"el Guinardó";10,19;"Habitatge nou protegit";0;199
2015;2;"Horta-Guinardó";"el Guinardó";596,15;"Habitatge nou lliure";2;199
2015;2;"Horta-Guinardó";"el Guinardó";596,15;"Habitatge usat";83;199
2015;2;"Horta-Guinardó";"el Guinardó";596,15;"Habitatge nou protegit";0;199
2015;2;"Horta-Guinardó";"la Font d'en Fargues";749,23;"Habitatge nou protegit";0;26
2015;2;"Horta-Guinardó";"la Font d'en Fargues";749,23;"Habitatge nou lliure";2;26
2015;2;"Horta-Guinardó";"la Font d'en Fargues";749,23;"Habitatge usat";9;26
2015;2;"Horta-Guinardó";"la Font d'en Fargues";10,31;"Habitatge nou protegit";0;26
2015;2;"Horta-Guinardó";"la Font d'en Fargues";10,31;"Habitatge nou lliure";2;26
2015;2;"Horta-Guinardó";"la Font d'en Fargues";10,31;"Habitatge usat";9;26
2015;2;"Horta-Guinardó";"el Carmel";504,61;"Habitatge nou lliure";10;143
2015;2;"Horta-Guinardó";"el Carmel";504,61;"Habitatge nou protegit";1;143
2015;2;"Horta-Guinardó";"el Carmel";504,61;"Habitatge usat";31;143
2015;2;"Horta-Guinardó";"el Carmel";9,19;"Habitatge nou lliure";10;143
2015;2;"Horta-Guinardó";"el Carmel";9,19;"Habitatge nou protegit";1;143
2015;2;"Horta-Guinardó";"el Carmel";9,19;"Habitatge usat";31;143
2015;2;"Horta-Guinardó";"la Teixonera";547,25;"Habitatge nou lliure";6;53
2015;2;"Horta-Guinardó";"la Teixonera";547,25;"Habitatge nou protegit";0;53
2015;2;"Horta-Guinardó";"la Teixonera";547,25;"Habitatge usat";5;53
2015;2;"Horta-Guinardó";"la Teixonera";11,15;"Habitatge nou lliure";6;53
2015;2;"Horta-Guinardó";"la Teixonera";11,15;"Habitatge nou protegit";0;53
2015;2;"Horta-Guinardó";"la Teixonera";11,15;"Habitatge usat";5;53
2015;2;"Horta-Guinardó";"Sant Genís dels Agudells";558,49;"Habitatge usat";2;43
2015;2;"Horta-Guinardó";"Sant Genís dels Agudells";558,49;"Habitatge nou lliure";1;43
2015;2;"Horta-Guinardó";"Sant Genís dels Agudells";558,49;"Habitatge nou protegit";0;43
2015;2;"Horta-Guinardó";"Sant Genís dels Agudells";8,14;"Habitatge usat";2;43
2015;2;"Horta-Guinardó";"Sant Genís dels Agudells";8,14;"Habitatge nou lliure";1;43
2015;2;"Horta-Guinardó";"Sant Genís dels Agudells";8,14;"Habitatge nou protegit";0;43
2015;2;"Horta-Guinardó";"Montbau";621,76;"Habitatge nou lliure";2;29
2015;2;"Horta-Guinardó";"Montbau";621,76;"Habitatge usat";3;29
2015;2;"Horta-Guinardó";"Montbau";621,76;"Habitatge nou protegit";0;29
2015;2;"Horta-Guinardó";"Montbau";9,73;"Habitatge nou lliure";2;29
2015;2;"Horta-Guinardó";"Montbau";9,73;"Habitatge usat";3;29
2015;2;"Horta-Guinardó";"Montbau";9,73;"Habitatge nou protegit";0;29
2015;2;"Horta-Guinardó";"la Vall d'Hebron";701,43;"Habitatge nou lliure";2;14
2015;2;"Horta-Guinardó";"la Vall d'Hebron";701,43;"Habitatge usat";0;14
2015;2;"Horta-Guinardó";"la Vall d'Hebron";701,43;"Habitatge nou protegit";0;14
2015;2;"Horta-Guinardó";"la Vall d'Hebron";9,89;"Habitatge nou lliure";2;14
2015;2;"Horta-Guinardó";"la Vall d'Hebron";9,89;"Habitatge usat";0;14
2015;2;"Horta-Guinardó";"la Vall d'Hebron";9,89;"Habitatge nou protegit";0;14
2015;2;"Horta-Guinardó";"Horta";568,31;"Habitatge nou lliure";5;111
2015;2;"Horta-Guinardó";"Horta";568,31;"Habitatge usat";39;111
2015;2;"Horta-Guinardó";"Horta";568,31;"Habitatge nou protegit";0;111
2015;2;"Horta-Guinardó";"Horta";9,6;"Habitatge nou lliure";5;111
2015;2;"Horta-Guinardó";"Horta";9,6;"Habitatge usat";39;111
2015;2;"Horta-Guinardó";"Horta";9,6;"Habitatge nou protegit";0;111
2015;2;"Nou Barris";"Vilapicina i la Torre Llobeta";9,07;"Habitatge usat";17;101
2015;2;"Nou Barris";"Vilapicina i la Torre Llobeta";9,07;"Habitatge nou protegit";0;101
2015;2;"Nou Barris";"Vilapicina i la Torre Llobeta";9,07;"Habitatge nou lliure";0;101
2015;2;"Nou Barris";"Vilapicina i la Torre Llobeta";583,05;"Habitatge usat";17;101
2015;2;"Nou Barris";"Vilapicina i la Torre Llobeta";583,05;"Habitatge nou protegit";0;101
2015;2;"Nou Barris";"Vilapicina i la Torre Llobeta";583,05;"Habitatge nou lliure";0;101
2015;2;"Nou Barris";"Porta";556,5;"Habitatge nou lliure";0;117
2015;2;"Nou Barris";"Porta";556,5;"Habitatge usat";44;117
2015;2;"Nou Barris";"Porta";556,5;"Habitatge nou protegit";0;117
2015;2;"Nou Barris";"Porta";9,01;"Habitatge nou lliure";0;117
2015;2;"Nou Barris";"Porta";9,01;"Habitatge usat";44;117
2015;2;"Nou Barris";"Porta";9,01;"Habitatge nou protegit";0;117
2015;2;"Nou Barris";"el Turó de la Peira";485,4;"Habitatge nou lliure";0;53
2015;2;"Nou Barris";"el Turó de la Peira";485,4;"Habitatge usat";12;53
2015;2;"Nou Barris";"el Turó de la Peira";485,4;"Habitatge nou protegit";0;53
2015;2;"Nou Barris";"el Turó de la Peira";8,16;"Habitatge nou lliure";0;53
2015;2;"Nou Barris";"el Turó de la Peira";8,16;"Habitatge usat";12;53
2015;2;"Nou Barris";"el Turó de la Peira";8,16;"Habitatge nou protegit";0;53
2015;2;"Nou Barris";"la Guineueta";8,1;"Habitatge nou protegit";0;55
2015;2;"Nou Barris";"la Guineueta";8,1;"Habitatge usat";17;55
2015;2;"Nou Barris";"la Guineueta";8,1;"Habitatge nou lliure";0;55
2015;2;"Nou Barris";"la Guineueta";562,45;"Habitatge nou protegit";0;55
2015;2;"Nou Barris";"la Guineueta";562,45;"Habitatge usat";17;55
2015;2;"Nou Barris";"la Guineueta";562,45;"Habitatge nou lliure";0;55
2015;2;"Nou Barris";"Canyelles";575,83;"Habitatge nou protegit";0;6
2015;2;"Nou Barris";"Canyelles";575,83;"Habitatge usat";8;6
2015;2;"Nou Barris";"Canyelles";575,83;"Habitatge nou lliure";0;6
2015;2;"Nou Barris";"Canyelles";7,23;"Habitatge nou protegit";0;6
2015;2;"Nou Barris";"Canyelles";7,23;"Habitatge usat";8;6
2015;2;"Nou Barris";"Canyelles";7,23;"Habitatge nou lliure";0;6
2015;2;"Nou Barris";"les Roquetes";466,89;"Habitatge nou protegit";0;61
2015;2;"Nou Barris";"les Roquetes";466,89;"Habitatge usat";22;61
2015;2;"Nou Barris";"les Roquetes";466,89;"Habitatge nou lliure";0;61
2015;2;"Nou Barris";"les Roquetes";8,83;"Habitatge nou protegit";0;61
2015;2;"Nou Barris";"les Roquetes";8,83;"Habitatge usat";22;61
2015;2;"Nou Barris";"les Roquetes";8,83;"Habitatge nou lliure";0;61
2015;2;"Nou Barris";"Verdun";7,78;"Habitatge usat";22;72
2015;2;"Nou Barris";"Verdun";7,78;"Habitatge nou lliure";0;72
2015;2;"Nou Barris";"Verdun";7,78;"Habitatge nou protegit";0;72
2015;2;"Nou Barris";"Verdun";419,79;"Habitatge usat";22;72
2015;2;"Nou Barris";"Verdun";419,79;"Habitatge nou lliure";0;72
2015;2;"Nou Barris";"Verdun";419,79;"Habitatge nou protegit";0;72
2015;2;"Nou Barris";"la Prosperitat";9,85;"Habitatge nou lliure";0;118
2015;2;"Nou Barris";"la Prosperitat";9,85;"Habitatge nou protegit";0;118
2015;2;"Nou Barris";"la Prosperitat";9,85;"Habitatge usat";23;118
2015;2;"Nou Barris";"la Prosperitat";531,27;"Habitatge nou lliure";0;118
2015;2;"Nou Barris";"la Prosperitat";531,27;"Habitatge nou protegit";0;118
2015;2;"Nou Barris";"la Prosperitat";531,27;"Habitatge usat";23;118
2015;2;"Nou Barris";"la Trinitat Nova";456,71;"Habitatge nou protegit";0;25
2015;2;"Nou Barris";"la Trinitat Nova";456,71;"Habitatge nou lliure";0;25
2015;2;"Nou Barris";"la Trinitat Nova";456,71;"Habitatge usat";25;25
2015;2;"Nou Barris";"la Trinitat Nova";9,33;"Habitatge nou protegit";0;25
2015;2;"Nou Barris";"la Trinitat Nova";9,33;"Habitatge nou lliure";0;25
2015;2;"Nou Barris";"la Trinitat Nova";9,33;"Habitatge usat";25;25
2015;2;"Nou Barris";"Torre Baró";420,63;"Habitatge nou protegit";0;8
2015;2;"Nou Barris";"Torre Baró";420,63;"Habitatge usat";0;8
2015;2;"Nou Barris";"Torre Baró";420,63;"Habitatge nou lliure";0;8
2015;2;"Nou Barris";"Torre Baró";7,31;"Habitatge nou protegit";0;8
2015;2;"Nou Barris";"Torre Baró";7,31;"Habitatge usat";0;8
2015;2;"Nou Barris";"Torre Baró";7,31;"Habitatge nou lliure";0;8
2015;2;"Nou Barris";"Ciutat Meridiana";6,71;"Habitatge usat";15;26
2015;2;"Nou Barris";"Ciutat Meridiana";6,71;"Habitatge nou lliure";0;26
2015;2;"Nou Barris";"Ciutat Meridiana";6,71;"Habitatge nou protegit";0;26
2015;2;"Nou Barris";"Ciutat Meridiana";399,19;"Habitatge usat";15;26
2015;2;"Nou Barris";"Ciutat Meridiana";399,19;"Habitatge nou lliure";0;26
2015;2;"Nou Barris";"Ciutat Meridiana";399,19;"Habitatge nou protegit";0;26
2015;2;"Nou Barris";"Vallbona";5,86;"Habitatge nou protegit";0;6
